date_id,region,generation,value
337,Austria,Dam Hydro,3676.5
338,Austria,Dam Hydro,3717.75
339,Austria,Dam Hydro,12095
340,Austria,Dam Hydro,10504.5
341,Austria,Dam Hydro,7743.25
342,Austria,Dam Hydro,11573.25
343,Austria,Dam Hydro,10260.25
344,Austria,Dam Hydro,4690.75
345,Austria,Dam Hydro,4177.25
346,Austria,Dam Hydro,11142.75
347,Austria,Dam Hydro,13123.25
348,Austria,Dam Hydro,10503.75
349,Austria,Dam Hydro,9041.5
350,Austria,Dam Hydro,9982.25
351,Austria,Dam Hydro,3247.5
352,Austria,Dam Hydro,3148
353,Austria,Dam Hydro,1817.25
354,Austria,Dam Hydro,4423.75
355,Austria,Dam Hydro,5231.25
356,Austria,Dam Hydro,3805.75
357,Austria,Dam Hydro,5170.25
358,Austria,Dam Hydro,5826
359,Austria,Dam Hydro,5424.75
360,Austria,Dam Hydro,3871.75
361,Austria,Dam Hydro,4553.5
362,Austria,Dam Hydro,3623.5
363,Austria,Dam Hydro,3558
364,Austria,Dam Hydro,3804.25
365,Austria,Dam Hydro,61.25
274,Austria,Geothermal,0
275,Austria,Geothermal,0
276,Austria,Geothermal,0
277,Austria,Geothermal,0
278,Austria,Geothermal,0
279,Austria,Geothermal,0
280,Austria,Geothermal,0
281,Austria,Geothermal,0
282,Austria,Geothermal,0
283,Austria,Geothermal,0
284,Austria,Geothermal,0
285,Austria,Geothermal,0
286,Austria,Geothermal,0
287,Austria,Geothermal,0
288,Austria,Geothermal,0
289,Austria,Geothermal,0
290,Austria,Geothermal,0
291,Austria,Geothermal,0
292,Austria,Geothermal,0
293,Austria,Geothermal,0
294,Austria,Geothermal,0
295,Austria,Geothermal,0
296,Austria,Geothermal,0
297,Austria,Geothermal,0
298,Austria,Geothermal,0
299,Austria,Geothermal,0
300,Austria,Geothermal,0
301,Austria,Geothermal,0
302,Austria,Geothermal,0
303,Austria,Geothermal,0
304,Austria,Geothermal,0
305,Austria,Geothermal,0
306,Austria,Geothermal,0
307,Austria,Geothermal,0
308,Austria,Geothermal,0
309,Austria,Geothermal,0
310,Austria,Geothermal,0
311,Austria,Geothermal,0
312,Austria,Geothermal,0
313,Austria,Geothermal,0
314,Austria,Geothermal,0
315,Austria,Geothermal,0
316,Austria,Geothermal,0
317,Austria,Geothermal,0
318,Austria,Geothermal,0
319,Austria,Geothermal,0
320,Austria,Geothermal,0
321,Austria,Geothermal,0
322,Austria,Geothermal,0
323,Austria,Geothermal,0
324,Austria,Geothermal,0
325,Austria,Geothermal,0
326,Austria,Geothermal,0
327,Austria,Geothermal,0
328,Austria,Geothermal,0
329,Austria,Geothermal,0
330,Austria,Geothermal,0
331,Austria,Geothermal,0
332,Austria,Geothermal,0
333,Austria,Geothermal,0
334,Austria,Geothermal,0
335,Austria,Geothermal,0
336,Austria,Geothermal,0
337,Austria,Geothermal,0
338,Austria,Geothermal,0
339,Austria,Geothermal,0
340,Austria,Geothermal,0
341,Austria,Geothermal,0
342,Austria,Geothermal,0
343,Austria,Geothermal,0
344,Austria,Geothermal,0
345,Austria,Geothermal,0
346,Austria,Geothermal,0
347,Austria,Geothermal,0
348,Austria,Geothermal,0
349,Austria,Geothermal,0
350,Austria,Geothermal,0
351,Austria,Geothermal,0
352,Austria,Geothermal,0
353,Austria,Geothermal,0
354,Austria,Geothermal,0
355,Austria,Geothermal,0
356,Austria,Geothermal,0
357,Austria,Geothermal,0
358,Austria,Geothermal,0
359,Austria,Geothermal,0
360,Austria,Geothermal,0
361,Austria,Geothermal,0
362,Austria,Geothermal,0
363,Austria,Geothermal,0
364,Austria,Geothermal,0
365,Austria,Geothermal,0
274,Austria,Hard Coal,0
275,Austria,Hard Coal,0
276,Austria,Hard Coal,0
277,Austria,Hard Coal,0
278,Austria,Hard Coal,0
279,Austria,Hard Coal,0
280,Austria,Hard Coal,0
281,Austria,Hard Coal,0
282,Austria,Hard Coal,0
283,Austria,Hard Coal,0
284,Austria,Hard Coal,0
285,Austria,Hard Coal,0
286,Austria,Hard Coal,0
287,Austria,Hard Coal,0
288,Austria,Hard Coal,0
289,Austria,Hard Coal,0
290,Austria,Hard Coal,0
291,Austria,Hard Coal,0
292,Austria,Hard Coal,0
293,Austria,Hard Coal,0
294,Austria,Hard Coal,0
295,Austria,Hard Coal,0
296,Austria,Hard Coal,0
297,Austria,Hard Coal,0
298,Austria,Hard Coal,0
299,Austria,Hard Coal,0
300,Austria,Hard Coal,0
301,Austria,Hard Coal,0
302,Austria,Hard Coal,0
303,Austria,Hard Coal,0
304,Austria,Hard Coal,0
305,Austria,Hard Coal,0
306,Austria,Hard Coal,0
307,Austria,Hard Coal,0
308,Austria,Hard Coal,0
309,Austria,Hard Coal,0
310,Austria,Hard Coal,0
311,Austria,Hard Coal,0
312,Austria,Hard Coal,0
313,Austria,Hard Coal,0
314,Austria,Hard Coal,0
315,Austria,Hard Coal,0
316,Austria,Hard Coal,0
317,Austria,Hard Coal,0
318,Austria,Hard Coal,0
319,Austria,Hard Coal,0
320,Austria,Hard Coal,0
321,Austria,Hard Coal,0
322,Austria,Hard Coal,0
323,Austria,Hard Coal,0
324,Austria,Hard Coal,0
325,Austria,Hard Coal,0
326,Austria,Hard Coal,0
327,Austria,Hard Coal,0
328,Austria,Hard Coal,0
329,Austria,Hard Coal,0
330,Austria,Hard Coal,0
331,Austria,Hard Coal,0
332,Austria,Hard Coal,0
333,Austria,Hard Coal,0
334,Austria,Hard Coal,0
335,Austria,Hard Coal,0
336,Austria,Hard Coal,0
337,Austria,Hard Coal,0
338,Austria,Hard Coal,0
339,Austria,Hard Coal,0
340,Austria,Hard Coal,0
341,Austria,Hard Coal,0
342,Austria,Hard Coal,0
343,Austria,Hard Coal,0
344,Austria,Hard Coal,0
345,Austria,Hard Coal,0
346,Austria,Hard Coal,0
347,Austria,Hard Coal,0
348,Austria,Hard Coal,0
349,Austria,Hard Coal,0
350,Austria,Hard Coal,0
351,Austria,Hard Coal,0
352,Austria,Hard Coal,0
353,Austria,Hard Coal,0
354,Austria,Hard Coal,0
355,Austria,Hard Coal,0
356,Austria,Hard Coal,0
357,Austria,Hard Coal,0
358,Austria,Hard Coal,0
359,Austria,Hard Coal,0
360,Austria,Hard Coal,0
361,Austria,Hard Coal,0
362,Austria,Hard Coal,0
363,Austria,Hard Coal,0
364,Austria,Hard Coal,0
365,Austria,Hard Coal,0
274,Austria,Lignite,0
275,Austria,Lignite,0
276,Austria,Lignite,0
277,Austria,Lignite,0
278,Austria,Lignite,0
279,Austria,Lignite,0
280,Austria,Lignite,0
281,Austria,Lignite,0
282,Austria,Lignite,0
283,Austria,Lignite,0
284,Austria,Lignite,0
285,Austria,Lignite,0
286,Austria,Lignite,0
287,Austria,Lignite,0
288,Austria,Lignite,0
289,Austria,Lignite,0
290,Austria,Lignite,0
291,Austria,Lignite,0
292,Austria,Lignite,0
293,Austria,Lignite,0
294,Austria,Lignite,0
295,Austria,Lignite,0
296,Austria,Lignite,0
297,Austria,Lignite,0
298,Austria,Lignite,0
299,Austria,Lignite,0
300,Austria,Lignite,0
301,Austria,Lignite,0
302,Austria,Lignite,0
303,Austria,Lignite,0
304,Austria,Lignite,0
305,Austria,Lignite,0
306,Austria,Lignite,0
307,Austria,Lignite,0
308,Austria,Lignite,0
309,Austria,Lignite,0
310,Austria,Lignite,0
311,Austria,Lignite,0
312,Austria,Lignite,0
313,Austria,Lignite,0
314,Austria,Lignite,0
315,Austria,Lignite,0
316,Austria,Lignite,0
317,Austria,Lignite,0
318,Austria,Lignite,0
319,Austria,Lignite,0
320,Austria,Lignite,0
321,Austria,Lignite,0
322,Austria,Lignite,0
323,Austria,Lignite,0
324,Austria,Lignite,0
325,Austria,Lignite,0
326,Austria,Lignite,0
327,Austria,Lignite,0
328,Austria,Lignite,0
329,Austria,Lignite,0
330,Austria,Lignite,0
331,Austria,Lignite,0
332,Austria,Lignite,0
333,Austria,Lignite,0
334,Austria,Lignite,0
335,Austria,Lignite,0
336,Austria,Lignite,0
337,Austria,Lignite,0
338,Austria,Lignite,0
339,Austria,Lignite,0
340,Austria,Lignite,0
341,Austria,Lignite,0
342,Austria,Lignite,0
343,Austria,Lignite,0
344,Austria,Lignite,0
345,Austria,Lignite,0
346,Austria,Lignite,0
347,Austria,Lignite,0
348,Austria,Lignite,0
349,Austria,Lignite,0
350,Austria,Lignite,0
351,Austria,Lignite,0
352,Austria,Lignite,0
353,Austria,Lignite,0
354,Austria,Lignite,0
355,Austria,Lignite,0
356,Austria,Lignite,0
357,Austria,Lignite,0
358,Austria,Lignite,0
359,Austria,Lignite,0
360,Austria,Lignite,0
361,Austria,Lignite,0
362,Austria,Lignite,0
363,Austria,Lignite,0
364,Austria,Lignite,0
365,Austria,Lignite,0
274,Austria,Natural Gas,2042.5
275,Austria,Natural Gas,2088.75
276,Austria,Natural Gas,9441.5
277,Austria,Natural Gas,20569.5
278,Austria,Natural Gas,9104.5
279,Austria,Natural Gas,19476.5
280,Austria,Natural Gas,25350.25
281,Austria,Natural Gas,1134.5
282,Austria,Natural Gas,4426.25
283,Austria,Natural Gas,29724.5
284,Austria,Natural Gas,44219
285,Austria,Natural Gas,44488.5
286,Austria,Natural Gas,29195
287,Austria,Natural Gas,19927.5
288,Austria,Natural Gas,9826
289,Austria,Natural Gas,7872.5
290,Austria,Natural Gas,40817
291,Austria,Natural Gas,46799
292,Austria,Natural Gas,44497.25
293,Austria,Natural Gas,12086.75
294,Austria,Natural Gas,32515
295,Austria,Natural Gas,37158.75
296,Austria,Natural Gas,30593.25
297,Austria,Natural Gas,51815.75
298,Austria,Natural Gas,49869.25
299,Austria,Natural Gas,47640.5
300,Austria,Natural Gas,32218.75
301,Austria,Natural Gas,39559.5
302,Austria,Natural Gas,33501.5
303,Austria,Natural Gas,11036.5
304,Austria,Natural Gas,30136.5
305,Austria,Natural Gas,25732.25
306,Austria,Natural Gas,48323.5
307,Austria,Natural Gas,41697.25
308,Austria,Natural Gas,35193.5
309,Austria,Natural Gas,28207
310,Austria,Natural Gas,22839.75
311,Austria,Natural Gas,45908
312,Austria,Natural Gas,57879.5
313,Austria,Natural Gas,39576.75
314,Austria,Natural Gas,39797
315,Austria,Natural Gas,42871
316,Austria,Natural Gas,21779.5
317,Austria,Natural Gas,20307.5
318,Austria,Natural Gas,30554.5
319,Austria,Natural Gas,45785.75
320,Austria,Natural Gas,46486.75
321,Austria,Natural Gas,48904
322,Austria,Natural Gas,58124.5
323,Austria,Natural Gas,27846.75
324,Austria,Natural Gas,26306
325,Austria,Natural Gas,41299
326,Austria,Natural Gas,36955.75
327,Austria,Natural Gas,46723
328,Austria,Natural Gas,44810.5
329,Austria,Natural Gas,49221
330,Austria,Natural Gas,26822.5
331,Austria,Natural Gas,26868.25
332,Austria,Natural Gas,48940.25
333,Austria,Natural Gas,58008
334,Austria,Natural Gas,60526.5
335,Austria,Natural Gas,61138.5
336,Austria,Natural Gas,68491.25
337,Austria,Natural Gas,30618.5
338,Austria,Natural Gas,28527
339,Austria,Natural Gas,66618.75
340,Austria,Natural Gas,59369.5
341,Austria,Natural Gas,65379.25
342,Austria,Natural Gas,53363.25
343,Austria,Natural Gas,62523
344,Austria,Natural Gas,50079.75
345,Austria,Natural Gas,39711.25
346,Austria,Natural Gas,55014.75
347,Austria,Natural Gas,59102
348,Austria,Natural Gas,62153
349,Austria,Natural Gas,63814.75
350,Austria,Natural Gas,63977
351,Austria,Natural Gas,45934
352,Austria,Natural Gas,34334.5
353,Austria,Natural Gas,42948
354,Austria,Natural Gas,57153
355,Austria,Natural Gas,39037
356,Austria,Natural Gas,43467
357,Austria,Natural Gas,33717.25
358,Austria,Natural Gas,14771
359,Austria,Natural Gas,12311.25
360,Austria,Natural Gas,729.75
361,Austria,Natural Gas,9953.5
362,Austria,Natural Gas,8092.5
363,Austria,Natural Gas,4956.25
364,Austria,Natural Gas,609.5
365,Austria,Natural Gas,10
274,Austria,Non-renewable waste,2400
275,Austria,Non-renewable waste,2400
276,Austria,Non-renewable waste,2400
277,Austria,Non-renewable waste,2400
278,Austria,Non-renewable waste,2400
279,Austria,Non-renewable waste,2400
280,Austria,Non-renewable waste,2400
281,Austria,Non-renewable waste,2400
282,Austria,Non-renewable waste,2400
283,Austria,Non-renewable waste,2400
284,Austria,Non-renewable waste,2400
285,Austria,Non-renewable waste,2400
286,Austria,Non-renewable waste,2400
287,Austria,Non-renewable waste,2400
288,Austria,Non-renewable waste,2400
289,Austria,Non-renewable waste,2400
290,Austria,Non-renewable waste,2400
291,Austria,Non-renewable waste,2400
292,Austria,Non-renewable waste,2400
293,Austria,Non-renewable waste,2400
294,Austria,Non-renewable waste,2400
295,Austria,Non-renewable waste,2400
296,Austria,Non-renewable waste,2400
297,Austria,Non-renewable waste,2400
298,Austria,Non-renewable waste,2400
299,Austria,Non-renewable waste,2400
300,Austria,Non-renewable waste,2400
301,Austria,Non-renewable waste,2400
302,Austria,Non-renewable waste,2400
303,Austria,Non-renewable waste,2400
304,Austria,Non-renewable waste,2400
305,Austria,Non-renewable waste,2400
306,Austria,Non-renewable waste,2400
307,Austria,Non-renewable waste,2400
308,Austria,Non-renewable waste,2400
309,Austria,Non-renewable waste,2400
310,Austria,Non-renewable waste,2400
311,Austria,Non-renewable waste,2400
312,Austria,Non-renewable waste,2400
313,Austria,Non-renewable waste,2400
314,Austria,Non-renewable waste,2400
315,Austria,Non-renewable waste,2400
316,Austria,Non-renewable waste,2400
317,Austria,Non-renewable waste,2400
318,Austria,Non-renewable waste,2400
319,Austria,Non-renewable waste,2400
320,Austria,Non-renewable waste,2400
321,Austria,Non-renewable waste,2400
322,Austria,Non-renewable waste,2400
323,Austria,Non-renewable waste,2400
324,Austria,Non-renewable waste,2400
325,Austria,Non-renewable waste,2400
326,Austria,Non-renewable waste,2400
327,Austria,Non-renewable waste,2400
328,Austria,Non-renewable waste,2400
329,Austria,Non-renewable waste,2400
330,Austria,Non-renewable waste,2400
331,Austria,Non-renewable waste,2400
332,Austria,Non-renewable waste,2400
333,Austria,Non-renewable waste,2400
334,Austria,Non-renewable waste,2400
335,Austria,Non-renewable waste,2400
336,Austria,Non-renewable waste,2400
337,Austria,Non-renewable waste,2400
338,Austria,Non-renewable waste,2400
339,Austria,Non-renewable waste,2400
340,Austria,Non-renewable waste,2400
341,Austria,Non-renewable waste,2400
342,Austria,Non-renewable waste,2400
343,Austria,Non-renewable waste,2400
344,Austria,Non-renewable waste,2400
345,Austria,Non-renewable waste,2400
346,Austria,Non-renewable waste,2400
347,Austria,Non-renewable waste,2400
348,Austria,Non-renewable waste,2400
349,Austria,Non-renewable waste,2400
350,Austria,Non-renewable waste,2400
351,Austria,Non-renewable waste,2400
352,Austria,Non-renewable waste,2400
353,Austria,Non-renewable waste,2400
354,Austria,Non-renewable waste,2400
355,Austria,Non-renewable waste,2400
356,Austria,Non-renewable waste,2400
357,Austria,Non-renewable waste,2400
358,Austria,Non-renewable waste,2400
359,Austria,Non-renewable waste,2400
360,Austria,Non-renewable waste,2400
361,Austria,Non-renewable waste,2400
362,Austria,Non-renewable waste,2400
363,Austria,Non-renewable waste,2400
364,Austria,Non-renewable waste,2400
365,Austria,Non-renewable waste,100
274,Austria,Nuclear,0
275,Austria,Nuclear,0
276,Austria,Nuclear,0
277,Austria,Nuclear,0
278,Austria,Nuclear,0
279,Austria,Nuclear,0
280,Austria,Nuclear,0
281,Austria,Nuclear,0
282,Austria,Nuclear,0
283,Austria,Nuclear,0
284,Austria,Nuclear,0
285,Austria,Nuclear,0
286,Austria,Nuclear,0
287,Austria,Nuclear,0
288,Austria,Nuclear,0
289,Austria,Nuclear,0
290,Austria,Nuclear,0
291,Austria,Nuclear,0
292,Austria,Nuclear,0
293,Austria,Nuclear,0
294,Austria,Nuclear,0
295,Austria,Nuclear,0
296,Austria,Nuclear,0
297,Austria,Nuclear,0
298,Austria,Nuclear,0
299,Austria,Nuclear,0
300,Austria,Nuclear,0
301,Austria,Nuclear,0
302,Austria,Nuclear,0
303,Austria,Nuclear,0
304,Austria,Nuclear,0
305,Austria,Nuclear,0
306,Austria,Nuclear,0
307,Austria,Nuclear,0
308,Austria,Nuclear,0
309,Austria,Nuclear,0
310,Austria,Nuclear,0
311,Austria,Nuclear,0
312,Austria,Nuclear,0
313,Austria,Nuclear,0
314,Austria,Nuclear,0
315,Austria,Nuclear,0
316,Austria,Nuclear,0
317,Austria,Nuclear,0
318,Austria,Nuclear,0
319,Austria,Nuclear,0
320,Austria,Nuclear,0
321,Austria,Nuclear,0
322,Austria,Nuclear,0
323,Austria,Nuclear,0
324,Austria,Nuclear,0
325,Austria,Nuclear,0
326,Austria,Nuclear,0
327,Austria,Nuclear,0
328,Austria,Nuclear,0
329,Austria,Nuclear,0
330,Austria,Nuclear,0
331,Austria,Nuclear,0
332,Austria,Nuclear,0
333,Austria,Nuclear,0
334,Austria,Nuclear,0
335,Austria,Nuclear,0
336,Austria,Nuclear,0
337,Austria,Nuclear,0
338,Austria,Nuclear,0
339,Austria,Nuclear,0
340,Austria,Nuclear,0
341,Austria,Nuclear,0
342,Austria,Nuclear,0
343,Austria,Nuclear,0
344,Austria,Nuclear,0
345,Austria,Nuclear,0
346,Austria,Nuclear,0
347,Austria,Nuclear,0
348,Austria,Nuclear,0
349,Austria,Nuclear,0
350,Austria,Nuclear,0
351,Austria,Nuclear,0
352,Austria,Nuclear,0
353,Austria,Nuclear,0
354,Austria,Nuclear,0
355,Austria,Nuclear,0
356,Austria,Nuclear,0
357,Austria,Nuclear,0
358,Austria,Nuclear,0
359,Austria,Nuclear,0
360,Austria,Nuclear,0
361,Austria,Nuclear,0
362,Austria,Nuclear,0
363,Austria,Nuclear,0
364,Austria,Nuclear,0
365,Austria,Nuclear,0
274,Austria,Oil,0
275,Austria,Oil,0
276,Austria,Oil,0
277,Austria,Oil,0
278,Austria,Oil,0
279,Austria,Oil,0
280,Austria,Oil,0
281,Austria,Oil,0
282,Austria,Oil,0
283,Austria,Oil,0
284,Austria,Oil,0
285,Austria,Oil,0
286,Austria,Oil,0
287,Austria,Oil,0
288,Austria,Oil,0
289,Austria,Oil,0
290,Austria,Oil,0
291,Austria,Oil,0
292,Austria,Oil,0
293,Austria,Oil,0
294,Austria,Oil,0
295,Austria,Oil,0
296,Austria,Oil,0
297,Austria,Oil,0
298,Austria,Oil,0
299,Austria,Oil,0
300,Austria,Oil,0
301,Austria,Oil,0
302,Austria,Oil,0
303,Austria,Oil,0
304,Austria,Oil,0
305,Austria,Oil,0
306,Austria,Oil,0
307,Austria,Oil,0
308,Austria,Oil,0
309,Austria,Oil,0
310,Austria,Oil,0
311,Austria,Oil,0
312,Austria,Oil,0
313,Austria,Oil,0
314,Austria,Oil,0
315,Austria,Oil,0
316,Austria,Oil,0
317,Austria,Oil,0
318,Austria,Oil,0
319,Austria,Oil,0
320,Austria,Oil,0
321,Austria,Oil,0
322,Austria,Oil,0
323,Austria,Oil,0
324,Austria,Oil,0
325,Austria,Oil,0
326,Austria,Oil,0
327,Austria,Oil,0
328,Austria,Oil,0
329,Austria,Oil,0
330,Austria,Oil,0
331,Austria,Oil,0
332,Austria,Oil,0
333,Austria,Oil,0
334,Austria,Oil,0
335,Austria,Oil,0
336,Austria,Oil,0
337,Austria,Oil,0
338,Austria,Oil,0
339,Austria,Oil,0
340,Austria,Oil,0
341,Austria,Oil,0
342,Austria,Oil,0
343,Austria,Oil,0
344,Austria,Oil,0
345,Austria,Oil,0
346,Austria,Oil,0
347,Austria,Oil,0
348,Austria,Oil,0
349,Austria,Oil,0
350,Austria,Oil,0
351,Austria,Oil,0
352,Austria,Oil,0
353,Austria,Oil,0
354,Austria,Oil,0
355,Austria,Oil,0
356,Austria,Oil,0
357,Austria,Oil,0
358,Austria,Oil,0
359,Austria,Oil,0
360,Austria,Oil,0
361,Austria,Oil,0
362,Austria,Oil,0
363,Austria,Oil,0
364,Austria,Oil,0
365,Austria,Oil,0
274,Austria,Other fossil fuel,528
275,Austria,Other fossil fuel,528
276,Austria,Other fossil fuel,528
277,Austria,Other fossil fuel,528
278,Austria,Other fossil fuel,528
279,Austria,Other fossil fuel,528
280,Austria,Other fossil fuel,528
281,Austria,Other fossil fuel,528
282,Austria,Other fossil fuel,528
283,Austria,Other fossil fuel,528
284,Austria,Other fossil fuel,528
285,Austria,Other fossil fuel,528
286,Austria,Other fossil fuel,528
287,Austria,Other fossil fuel,528
288,Austria,Other fossil fuel,528
289,Austria,Other fossil fuel,528
290,Austria,Other fossil fuel,528
291,Austria,Other fossil fuel,528
292,Austria,Other fossil fuel,528
293,Austria,Other fossil fuel,528
294,Austria,Other fossil fuel,528
295,Austria,Other fossil fuel,528
296,Austria,Other fossil fuel,528
297,Austria,Other fossil fuel,528
298,Austria,Other fossil fuel,528
299,Austria,Other fossil fuel,528
300,Austria,Other fossil fuel,528
301,Austria,Other fossil fuel,528
302,Austria,Other fossil fuel,528
303,Austria,Other fossil fuel,528
304,Austria,Other fossil fuel,528
305,Austria,Other fossil fuel,528
306,Austria,Other fossil fuel,528
307,Austria,Other fossil fuel,528
308,Austria,Other fossil fuel,528
309,Austria,Other fossil fuel,528
310,Austria,Other fossil fuel,528
311,Austria,Other fossil fuel,528
312,Austria,Other fossil fuel,528
313,Austria,Other fossil fuel,528
314,Austria,Other fossil fuel,528
315,Austria,Other fossil fuel,528
316,Austria,Other fossil fuel,528
317,Austria,Other fossil fuel,528
318,Austria,Other fossil fuel,528
319,Austria,Other fossil fuel,528
320,Austria,Other fossil fuel,528
321,Austria,Other fossil fuel,528
322,Austria,Other fossil fuel,528
323,Austria,Other fossil fuel,528
324,Austria,Other fossil fuel,528
325,Austria,Other fossil fuel,528
326,Austria,Other fossil fuel,528
327,Austria,Other fossil fuel,528
328,Austria,Other fossil fuel,528
329,Austria,Other fossil fuel,528
330,Austria,Other fossil fuel,528
331,Austria,Other fossil fuel,528
332,Austria,Other fossil fuel,528
333,Austria,Other fossil fuel,528
334,Austria,Other fossil fuel,528
335,Austria,Other fossil fuel,528
336,Austria,Other fossil fuel,528
337,Austria,Other fossil fuel,528
338,Austria,Other fossil fuel,528
339,Austria,Other fossil fuel,528
340,Austria,Other fossil fuel,528
341,Austria,Other fossil fuel,528
342,Austria,Other fossil fuel,528
343,Austria,Other fossil fuel,528
344,Austria,Other fossil fuel,528
345,Austria,Other fossil fuel,528
346,Austria,Other fossil fuel,528
347,Austria,Other fossil fuel,528
348,Austria,Other fossil fuel,528
349,Austria,Other fossil fuel,528
350,Austria,Other fossil fuel,528
351,Austria,Other fossil fuel,528
352,Austria,Other fossil fuel,528
353,Austria,Other fossil fuel,528
354,Austria,Other fossil fuel,528
355,Austria,Other fossil fuel,528
356,Austria,Other fossil fuel,528
357,Austria,Other fossil fuel,528
358,Austria,Other fossil fuel,528
359,Austria,Other fossil fuel,528
360,Austria,Other fossil fuel,528
361,Austria,Other fossil fuel,528
